;MSCI WORLD U$ - PRICE INDEX;MSCI EM U$ - PRICE INDEX;FTSE 100 - DIVIDEND YIELD;FTSE 100 - PER;FTSE 100 - PRICE INDEX;STOXX EUROPE 600 E - DIVIDEND YIELD;STOXX EUROPE 600 E - PER;STOXX EUROPE 600 E - PRICE INDEX;NASDAQ COMPOSITE - PRICE INDEX;S&P 500 COMPOSITE - PRICE INDEX;DAX PERFORMANCE - PRICE INDEX;S&P SMALLCAP 600 VALUE - PRICE INDEX;HANG SENG - DIVIDEND YIELD;HANG SENG - PER;HANG SENG - PRICE INDEX;S&P 500 VALUE - PRICE INDEX;S&P 500 GROWTH - PRICE INDEX;Yield
21.10.70;89,321;NA;NA;NA;NA;NA;NA;NA;NA;83,66;485,18;NA;NA;NA;193,34;NA;NA;8.798
22.10.70;89,321;NA;NA;NA;NA;NA;NA;NA;NA;83,38;478,07;NA;NA;NA;192,76;NA;NA;8.822
23.10.70;89,321;NA;NA;NA;NA;NA;NA;NA;NA;83,77;489,16;NA;NA;NA;192,2;NA;NA;8.822
26.10.70;89,321;NA;NA;NA;NA;NA;NA;NA;NA;83,31;491,43;NA;NA;NA;191,87;NA;NA;8.812
27.10.70;89,321;NA;NA;NA;NA;NA;NA;NA;NA;83,12;490,5;NA;NA;NA;190,43;NA;NA;8.788
28.10.70;88,714;NA;NA;NA;NA;NA;NA;NA;NA;83,43;481,31;NA;NA;NA;189,1;NA;NA;8.717
29.10.70;88,714;NA;NA;NA;NA;NA;NA;NA;NA;83,36;482,84;NA;NA;NA;190,8;NA;NA;8.684
30.10.70;88,264;NA;NA;NA;NA;NA;NA;NA;NA;83,25;477,18;NA;NA;NA;191,54;NA;NA;8.642
02.11.70;88,264;NA;NA;NA;NA;NA;NA;NA;NA;83,51;474,21;NA;NA;NA;190,64;NA;NA;Aug 67
03.11.70;88,264;NA;NA;NA;NA;NA;NA;NA;NA;84,22;476,18;NA;NA;NA;190,15;NA;NA;8.722
04.11.70;89,177;NA;NA;NA;NA;NA;NA;NA;NA;84,39;477,74;NA;NA;NA;190,37;NA;NA;8.684
05.11.70;89,177;NA;NA;NA;NA;NA;NA;NA;NA;84,1;476,4;NA;NA;NA;190,4;NA;NA;8.849
06.11.70;89,177;NA;NA;NA;NA;NA;NA;NA;NA;84,22;476,62;NA;NA;NA;190,83;NA;NA;8.911
09.11.70;89,177;NA;NA;NA;NA;NA;NA;NA;NA;84,67;472,42;NA;NA;NA;191,79;NA;NA;8.896
10.11.70;89,177;NA;NA;NA;NA;NA;NA;NA;NA;84,79;472,16;NA;NA;NA;193,62;NA;NA;8.899
11.11.70;89,197;NA;NA;NA;NA;NA;NA;NA;NA;85,03;476,18;NA;NA;NA;195,69;NA;NA;8.899
12.11.70;89,197;NA;NA;NA;NA;NA;NA;NA;NA;84,15;471,38;NA;NA;NA;194,84;NA;NA;1
13.11.70;89,197;NA;NA;NA;NA;NA;NA;NA;NA;83,37;463,87;NA;NA;NA;194,59;NA;NA;8.913
16.11.70;89,197;NA;NA;NA;NA;NA;NA;NA;NA;83,24;461,78;NA;NA;NA;196,23;NA;NA;8.923
17.11.70;89,197;NA;NA;NA;NA;NA;NA;NA;NA;83,34;463,9;NA;NA;NA;198,73;NA;NA;8.995
18.11.70;87,115;NA;NA;NA;NA;NA;NA;NA;NA;82,79;463,9;NA;NA;NA;197,52;NA;NA;9.053
19.11.70;87,115;NA;NA;NA;NA;NA;NA;NA;NA;82,91;453,53;NA;NA;NA;198,32;NA;NA;9.048
20.11.70;87,115;NA;NA;NA;NA;NA;NA;NA;NA;83,72;448,69;NA;NA;NA;199,49;NA;NA;9.038
23.11.70;87,115;NA;NA;NA;NA;NA;NA;NA;NA;84,24;445,75;NA;NA;NA;198,77;NA;NA;9.072
24.11.70;87,115;NA;NA;NA;NA;NA;NA;NA;NA;84,78;446,98;NA;NA;NA;197,19;NA;NA;9.082
25.11.70;88,53;NA;NA;NA;NA;NA;NA;NA;NA;85,09;451,7;NA;NA;NA;197,79;NA;NA;1
26.11.70;88,53;NA;NA;NA;NA;NA;NA;NA;NA;85,09;458,14;NA;NA;NA;199,09;NA;NA;Sep 17
27.11.70;88,53;NA;NA;NA;NA;NA;NA;NA;NA;85,93;459,52;NA;NA;NA;199,57;NA;NA;Sep 16
30.11.70;90,035;NA;NA;NA;NA;NA;NA;NA;NA;87,2;458,21;NA;NA;NA;198,86;NA;NA;9.136
01.12.70;90,035;NA;NA;NA;NA;NA;NA;NA;NA;87,47;461,75;NA;NA;NA;197,95;NA;NA;9.062
02.12.70;91,205;NA;NA;NA;NA;NA;NA;NA;NA;88,48;459,7;NA;NA;NA;198,01;NA;NA;9.009
03.12.70;91,205;NA;NA;NA;NA;NA;NA;NA;NA;88,9;458,81;NA;NA;NA;200,12;NA;NA;9.175
04.12.70;91,205;NA;NA;NA;NA;NA;NA;NA;NA;89,46;455,31;NA;NA;NA;201,12;NA;NA;9.126
07.12.70;91,205;NA;NA;NA;NA;NA;NA;NA;NA;89,94;447,84;NA;NA;NA;203,05;NA;NA;Aug 96
08.12.70;91,205;NA;NA;NA;NA;NA;NA;NA;NA;89,47;447,84;NA;NA;NA;204,56;NA;NA;8.994
09.12.70;91,814;NA;NA;NA;NA;NA;NA;NA;NA;89,54;451,59;NA;NA;NA;203,74;NA;NA;9.013
10.12.70;91,814;NA;NA;NA;NA;NA;NA;NA;NA;89,92;454,46;NA;NA;NA;202,11;NA;NA;9.072
11.12.70;91,814;NA;NA;NA;NA;NA;NA;NA;NA;90,26;459,25;NA;NA;NA;204,08;NA;NA;9.076
14.12.70;91,814;NA;NA;NA;NA;NA;NA;NA;NA;89,8;453,94;NA;NA;NA;207,43;NA;NA;9.155
15.12.70;91,814;NA;NA;NA;NA;NA;NA;NA;NA;89,66;453,82;NA;NA;NA;206,77;NA;NA;9.199
16.12.70;92,142;NA;NA;NA;NA;NA;NA;NA;NA;89,72;452,41;NA;NA;NA;206,63;NA;NA;9.189
17.12.70;92,142;NA;NA;NA;NA;NA;NA;NA;NA;90,04;451,82;NA;NA;NA;207,97;NA;NA;9.175
18.12.70;92,142;NA;NA;NA;NA;NA;NA;NA;NA;90,22;451,04;NA;NA;NA;209,99;NA;NA;Sep 15
21.12.70;92,142;NA;NA;NA;NA;NA;NA;NA;NA;89,94;444,56;NA;NA;NA;208,99;NA;NA;9.081
22.12.70;92,142;NA;NA;NA;NA;NA;NA;NA;NA;90,04;444,42;NA;NA;NA;209,38;NA;NA;9.066
23.12.70;92,593;NA;NA;NA;NA;NA;NA;NA;NA;90,1;448,47;NA;NA;NA;208,87;NA;NA;9.066
24.12.70;92,593;NA;NA;NA;NA;NA;NA;NA;NA;90,61;448,47;NA;NA;NA;210,97;NA;NA;9.066
25.12.70;92,593;NA;NA;NA;NA;NA;NA;NA;NA;90,61;448,47;NA;NA;NA;207,76;NA;NA;1
28.12.70;92,593;NA;NA;NA;NA;NA;NA;NA;NA;91,09;447,39;NA;NA;NA;211,27;NA;NA;Sep 14
29.12.70;92,593;NA;NA;NA;NA;NA;NA;NA;NA;92,08;444,94;NA;NA;NA;211,91;NA;NA;9.209
30.12.70;94,384;NA;NA;NA;NA;NA;NA;NA;NA;92,27;446,24;NA;NA;NA;211,69;NA;NA;9.184
31.12.70;94,292;NA;NA;NA;NA;NA;NA;NA;NA;92,15;443,86;NA;NA;NA;211,64;NA;NA;9.145
01.01.71;94,292;NA;NA;NA;NA;NA;NA;NA;NA;92,15;443,86;NA;NA;NA;209,55;NA;NA;1
04.01.71;94,292;NA;NA;NA;NA;NA;NA;NA;NA;91,15;444,19;NA;NA;NA;213,26;NA;NA;9.234
05.01.71;94,292;NA;NA;NA;NA;NA;NA;NA;NA;91,8;451,22;NA;NA;NA;213,76;NA;NA;9.219
06.01.71;94,708;NA;NA;NA;NA;NA;NA;NA;NA;92,35;458,03;NA;NA;NA;212,98;NA;NA;9.269
07.01.71;94,708;NA;NA;NA;NA;NA;NA;NA;NA;92,38;464,05;NA;NA;NA;212,48;NA;NA;9.249
08.01.71;94,708;NA;NA;NA;NA;NA;NA;NA;NA;92,19;471,38;NA;NA;NA;212,54;NA;NA;9.234
11.01.71;94,708;NA;NA;NA;NA;NA;NA;NA;NA;91,98;475,43;NA;NA;NA;213,77;NA;NA;9.234
12.01.71;94,708;NA;NA;NA;NA;NA;NA;NA;NA;92,72;477,63;NA;NA;NA;216,81;NA;NA;9.234
13.01.71;95,491;NA;NA;NA;NA;NA;NA;NA;NA;92,56;487,34;NA;NA;NA;217,36;NA;NA;Sep 14
14.01.71;95,491;NA;NA;NA;NA;NA;NA;NA;NA;92,8;481,61;NA;NA;NA;218,17;NA;NA;9.062
15.01.71;95,491;NA;NA;NA;NA;NA;NA;NA;NA;93,03;486,33;NA;NA;NA;218,66;NA;NA;1
18.01.71;95,491;NA;NA;NA;NA;NA;NA;NA;NA;93,41;483,43;NA;NA;NA;218,83;NA;NA;9.066
19.01.71;95,491;NA;NA;NA;NA;NA;NA;NA;NA;93,76;490,13;NA;NA;NA;218,29;NA;NA;8.998
20.01.71;96,486;NA;NA;NA;NA;NA;NA;NA;NA;93,78;489,86;NA;NA;NA;216,13;NA;NA;8.998
21.01.71;96,486;NA;NA;NA;NA;NA;NA;NA;NA;94,19;484,88;NA;NA;NA;217,22;NA;NA;9.027
22.01.71;96,486;NA;NA;NA;NA;NA;NA;NA;NA;94,88;489,46;NA;NA;NA;217,71;NA;NA;8.998
25.01.71;96,486;NA;NA;NA;NA;NA;NA;NA;NA;95,28;498,46;NA;NA;NA;220,86;NA;NA;Aug 93
26.01.71;96,486;NA;NA;NA;NA;NA;NA;NA;NA;95,59;499,57;NA;NA;NA;220,59;NA;NA;8.988
27.01.71;97,647;NA;NA;NA;NA;NA;NA;NA;NA;94,89;502,47;NA;NA;NA;217,64;NA;NA;8.998
28.01.71;97,647;NA;NA;NA;NA;NA;NA;NA;NA;95,21;509,61;NA;NA;NA;217,64;NA;NA;8.959
29.01.71;98,42;NA;NA;NA;NA;NA;NA;NA;NA;95,88;511,92;NA;NA;NA;220,73;NA;NA;8.998
01.02.71;98,42;NA;NA;NA;NA;NA;NA;NA;NA;96,42;506,94;NA;NA;NA;220,25;NA;NA;9.003
02.02.71;98,42;NA;NA;NA;NA;NA;NA;NA;NA;96,43;506,9;NA;NA;NA;217,77;NA;NA;8.998
03.02.71;99,028;NA;NA;NA;NA;NA;NA;NA;NA;96,93;501,17;NA;NA;NA;217,48;NA;NA;8.988
04.02.71;99,028;NA;NA;NA;NA;NA;NA;NA;NA;96,62;500,35;NA;NA;NA;217,87;NA;NA;9.013
05.02.71;99,028;NA;NA;NA;NA;NA;NA;NA;100;96,93;508,42;NA;NA;NA;218,1;NA;NA;9.008
08.02.71;99,028;NA;NA;NA;NA;NA;NA;NA;100,84;97,45;509,65;NA;NA;NA;216,48;NA;NA;8.969
09.02.71;99,028;NA;NA;NA;NA;NA;NA;NA;100,76;97,51;506,3;NA;NA;NA;215,84;NA;NA;8.952
10.02.71;99,387;NA;NA;NA;NA;NA;NA;NA;100,69;97,39;501,95;NA;NA;NA;216,89;NA;NA;9.102
11.02.71;99,387;NA;NA;NA;NA;NA;NA;NA;101,45;97,91;503,89;NA;NA;NA;215,85;NA;NA;Sep 19
12.02.71;99,387;NA;NA;NA;NA;NA;NA;NA;102,05;98,43;513,04;NA;NA;NA;213,18;NA;NA;9.205
15.02.71;99,387;NA;NA;NA;NA;NA;NA;NA;102,05;98,43;530,63;NA;NA;NA;211,81;NA;NA;9.239
16.02.71;99,387;NA;NA;NA;NA;NA;NA;NA;102,19;98,66;540,33;NA;NA;NA;211,34;NA;NA;9.239
17.02.71;100,685;NA;NA;NA;NA;NA;NA;NA;101,74;98,2;535,87;NA;NA;NA;214,2;NA;NA;9.214
18.02.71;100,685;NA;NA;NA;NA;NA;NA;NA;101,42;97,56;531,26;NA;NA;NA;213,77;NA;NA;9.204
19.02.71;100,685;NA;NA;NA;NA;NA;NA;NA;100,7;96,74;533,75;NA;NA;NA;212,38;NA;NA;1
22.02.71;100,685;NA;NA;NA;NA;NA;NA;NA;99,68;95,72;542,16;NA;NA;NA;211,37;NA;NA;9.204
23.02.71;100,685;NA;NA;NA;NA;NA;NA;NA;99,72;96,09;537,02;NA;NA;NA;210,8;NA;NA;9.288
24.02.71;99,413;NA;NA;NA;NA;NA;NA;NA;100,64;96,73;531,52;NA;NA;NA;211,59;NA;NA;9.363
25.02.71;99,413;NA;NA;NA;NA;NA;NA;NA;101,23;96,92;527,32;NA;NA;NA;212,11;NA;NA;9.383
26.02.71;99,255;NA;NA;NA;NA;NA;NA;NA;101,34;96,75;533,45;NA;NA;NA;209,16;NA;NA;9.363
01.03.71;99,255;NA;NA;NA;NA;NA;NA;NA;101,78;97;531,82;NA;NA;NA;208,55;NA;NA;9.323
02.03.71;99,255;NA;NA;NA;NA;NA;NA;NA;101,84;96,98;527,88;NA;NA;NA;207,04;NA;NA;9.358
03.03.71;99,36;NA;NA;NA;NA;NA;NA;NA;102,07;96,95;528,66;NA;NA;NA;203,81;NA;NA;9.318
04.03.71;99,36;NA;NA;NA;NA;NA;NA;NA;102,78;97,92;529,88;NA;NA;NA;206,44;NA;NA;9.308
05.03.71;99,36;NA;NA;NA;NA;NA;NA;NA;103,51;98,96;536,69;NA;NA;NA;204,16;NA;NA;9.268
08.03.71;99,36;NA;NA;NA;NA;NA;NA;NA;104,23;99,38;538,51;NA;NA;NA;204,34;NA;NA;9.259
09.03.71;99,36;NA;NA;NA;NA;NA;NA;NA;104,41;99,46;539,55;NA;NA;NA;202,27;NA;NA;9.239
10.03.71;101,725;NA;NA;NA;NA;NA;NA;NA;104,14;99,3;536,84;NA;NA;NA;201,07;NA;NA;9.244
11.03.71;101,725;NA;NA;NA;NA;NA;NA;NA;104,26;99,39;534,24;NA;NA;NA;202,72;NA;NA;9.348
12.03.71;101,725;NA;NA;NA;NA;NA;NA;NA;104,5;99,57;538,51;NA;NA;NA;201,51;NA;NA;9.348
15.03.71;101,725;NA;NA;NA;NA;NA;NA;NA;105,13;100,71;533,05;NA;NA;NA;202,21;NA;NA;9.323
16.03.71;101,725;NA;NA;NA;NA;NA;NA;NA;105,56;101,21;540,67;NA;NA;NA;202,73;NA;NA;9.323
17.03.71;103,101;NA;NA;NA;NA;NA;NA;NA;105,5;101,12;538,36;NA;NA;NA;202,65;NA;NA;9.298
18.03.71;103,101;NA;NA;NA;NA;NA;NA;NA;105,88;101,19;532,3;NA;NA;NA;202,71;NA;NA;9.489
19.03.71;103,101;NA;NA;NA;NA;NA;NA;NA;105,77;101,01;525,94;NA;NA;NA;203,58;NA;NA;9.525
22.03.71;103,101;NA;NA;NA;NA;NA;NA;NA;105,37;100,62;524,04;NA;NA;NA;207,44;NA;NA;9.525
23.03.71;103,101;NA;NA;NA;NA;NA;NA;NA;105,11;100,28;523,78;NA;NA;NA;208,88;NA;NA;9.444
24.03.71;102,325;NA;NA;NA;NA;NA;NA;NA;104,7;99,62;530,52;NA;NA;NA;208,44;NA;NA;9.429
25.03.71;102,325;NA;NA;NA;NA;NA;NA;NA;104,6;99,61;537,88;NA;NA;NA;208,99;NA;NA;1
26.03.71;102,325;NA;NA;NA;NA;NA;NA;NA;105,07;99,95;540,22;NA;NA;NA;209,57;NA;NA;9.429
29.03.71;102,325;NA;NA;NA;NA;NA;NA;NA;105,2;100,03;538,4;NA;NA;NA;205,4;NA;NA;9.414
30.03.71;102,325;NA;NA;NA;NA;NA;NA;NA;105,44;100,26;537,43;NA;NA;NA;209,83;NA;NA;9.364
31.03.71;103,407;NA;NA;NA;NA;NA;NA;NA;105,97;100,31;538,51;NA;NA;NA;210,81;NA;NA;9.334
01.04.71;103,407;NA;NA;NA;NA;NA;NA;NA;106,34;100,39;541,56;NA;NA;NA;210,38;NA;NA;9.304
02.04.71;103,67;NA;NA;NA;NA;NA;NA;NA;106,86;100,56;543,53;NA;NA;NA;210,01;NA;NA;9.214
05.04.71;103,67;NA;NA;NA;NA;NA;NA;NA;107,17;100,79;540,82;NA;NA;NA;208,68;NA;NA;9.175
06.04.71;103,67;NA;NA;NA;NA;NA;NA;NA;107,56;101,51;535,8;NA;NA;NA;210,32;NA;NA;9.165
07.04.71;103,67;NA;NA;NA;NA;NA;NA;NA;108,06;101,98;537,1;NA;NA;NA;212,35;NA;NA;9.204
08.04.71;103,67;NA;NA;NA;NA;NA;NA;NA;108,38;102,1;539,59;NA;NA;NA;213,59;NA;NA;9.269
09.04.71;104,681;NA;NA;NA;NA;NA;NA;NA;108,38;102,1;539,59;NA;NA;NA;212,09;NA;NA;9.269
12.04.71;104,681;NA;NA;NA;NA;NA;NA;NA;108,87;102,88;539,59;NA;NA;NA;212,09;NA;NA;9.279
13.04.71;104,681;NA;NA;NA;NA;NA;NA;NA;108,85;102,98;538,81;NA;NA;NA;216,76;NA;NA;9.284
14.04.71;104,681;NA;NA;NA;NA;NA;NA;NA;109,08;103,37;532,78;NA;NA;NA;218,98;NA;NA;9.329
15.04.71;104,681;NA;NA;NA;NA;NA;NA;NA;109,69;103,52;527,43;NA;NA;NA;218,24;NA;NA;9.175
16.04.71;105,634;NA;NA;NA;NA;NA;NA;NA;109,96;103,49;527,06;NA;NA;NA;219,16;NA;NA;09. Feb
19.04.71;105,634;NA;NA;NA;NA;NA;NA;NA;110,16;104,01;518,76;NA;NA;NA;220,36;NA;NA;9.062
20.04.71;105,634;NA;NA;NA;NA;NA;NA;NA;109,53;103,61;516,46;NA;NA;NA;221,21;NA;NA;9.076
21.04.71;105,634;NA;NA;NA;NA;NA;NA;NA;109,52;103,36;514,93;NA;NA;NA;218,29;NA;NA;Sep 19
22.04.71;105,634;NA;NA;NA;NA;NA;NA;NA;109,99;103,56;507,23;NA;NA;NA;222,3;NA;NA;Sep 14
23.04.71;106,179;NA;NA;NA;NA;NA;NA;NA;110,69;104,05;498,27;NA;NA;NA;220,33;NA;NA;Sep 15
26.04.71;106,179;NA;NA;NA;NA;NA;NA;NA;111,13;103,94;497,79;NA;NA;NA;219,51;NA;NA;9.116
27.04.71;106,179;NA;NA;NA;NA;NA;NA;NA;111,69;104,39;506,3;NA;NA;NA;222,85;NA;NA;9.101
28.04.71;106,179;NA;NA;NA;NA;NA;NA;NA;112,37;104,77;516,9;NA;NA;NA;223,63;NA;NA;9.057
29.04.71;106,179;NA;NA;NA;NA;NA;NA;NA;112,46;104,63;508,94;NA;NA;NA;222,3;NA;NA;9.018
30.04.71;106,587;NA;NA;NA;NA;NA;NA;NA;112,3;103,95;503,92;NA;NA;NA;222,87;NA;NA;9.136
03.05.71;106,587;NA;NA;NA;NA;NA;NA;NA;111,35;103,29;501,17;NA;NA;NA;225,58;NA;NA;9.086
04.05.71;106,587;NA;NA;NA;NA;NA;NA;NA;111,77;103,79;500,24;NA;NA;NA;226,16;NA;NA;9.052
05.05.71;106,587;NA;NA;NA;NA;NA;NA;NA;111,68;103,78;494,81;NA;NA;NA;226,67;NA;NA;9.062
06.05.71;105,739;NA;NA;NA;NA;NA;NA;NA;111,06;103,23;497,82;NA;NA;NA;229,58;NA;NA;8.978
07.05.71;105,803;NA;NA;NA;NA;NA;NA;NA;110,66;102,87;498,42;NA;NA;NA;228,28;NA;NA;9.037
10.05.71;105,803;NA;NA;NA;NA;NA;NA;NA;110,15;102,36;491,28;NA;NA;NA;229,69;NA;NA;9.141
11.05.71;105,803;NA;NA;NA;NA;NA;NA;NA;110,33;102,62;493,58;NA;NA;NA;231,67;NA;NA;9.191
12.05.71;105,803;NA;NA;NA;NA;NA;NA;NA;110,37;102,9;500,24;NA;NA;NA;234,29;NA;NA;9.131
13.05.71;105,803;NA;NA;NA;NA;NA;NA;NA;110,55;102,69;505,45;NA;NA;NA;233,88;NA;NA;8.832
14.05.71;105,744;NA;NA;NA;NA;NA;NA;NA;110,74;102,21;504,22;NA;NA;NA;231,25;NA;NA;8.815
17.05.71;105,744;NA;NA;NA;NA;NA;NA;NA;109,15;100,69;499,13;NA;NA;NA;232,13;NA;NA;8.829
18.05.71;105,744;NA;NA;NA;NA;NA;NA;NA;108,4;100,83;498,64;NA;NA;NA;232,29;NA;NA;8.796
19.05.71;105,744;NA;NA;NA;NA;NA;NA;NA;108,33;101,07;498,57;NA;NA;NA;231,91;NA;NA;8.777
20.05.71;105,744;NA;NA;NA;NA;NA;NA;NA;108,72;101,31;498,57;NA;NA;NA;233,13;NA;NA;8.702
21.05.71;104,659;NA;NA;NA;NA;NA;NA;NA;108,85;100,99;496,82;NA;NA;NA;237,1;NA;NA;8.576
24.05.71;104,659;NA;NA;NA;NA;NA;NA;NA;108,42;100,13;499,79;NA;NA;NA;240,82;NA;NA;8.599
25.05.71;104,659;NA;NA;NA;NA;NA;NA;NA;107,5;99,47;501,13;NA;NA;NA;245,59;NA;NA;8.622
26.05.71;104,659;NA;NA;NA;NA;NA;NA;NA;107,53;99,59;503,55;NA;NA;NA;246,67;NA;NA;8.664
27.05.71;104,659;NA;NA;NA;NA;NA;NA;NA;107,6;99,4;511,32;NA;NA;NA;245,92;NA;NA;8.654
28.05.71;103,849;NA;NA;NA;NA;NA;NA;NA;108,25;99,63;515,56;NA;NA;NA;244,75;NA;NA;1
31.05.71;103,859;NA;NA;NA;NA;NA;NA;NA;108,25;99,63;515,56;NA;NA;NA;240,17;NA;NA;8.631
01.06.71;103,859;NA;NA;NA;NA;NA;NA;NA;108,87;100,2;518,17;NA;NA;NA;238,79;NA;NA;8.603
02.06.71;103,859;NA;NA;NA;NA;NA;NA;NA;109,56;100,96;510,95;NA;NA;NA;243,62;NA;NA;8.603
03.06.71;103,859;NA;NA;NA;NA;NA;NA;NA;110,22;101,01;503,33;NA;NA;NA;242,77;NA;NA;8.427
04.06.71;105,382;NA;NA;NA;NA;NA;NA;NA;110,66;101,3;505,82;NA;NA;NA;244,33;NA;NA;8.359
07.06.71;105,382;NA;NA;NA;NA;NA;NA;NA;110,76;101,09;502,32;NA;NA;NA;246,81;NA;NA;8.354
08.06.71;105,382;NA;NA;NA;NA;NA;NA;NA;110,02;100,32;500,65;NA;NA;NA;247,65;NA;NA;8.277
09.06.71;105,382;NA;NA;NA;NA;NA;NA;NA;109,79;100,29;499,27;NA;NA;NA;249,14;NA;NA;8.268
10.06.71;105,382;NA;NA;NA;NA;NA;NA;NA;110,06;100,64;499,27;NA;NA;NA;249,61;NA;NA;8.142
11.06.71;105,159;NA;NA;NA;NA;NA;NA;NA;110,2;101,07;505,26;NA;NA;NA;248,66;NA;NA;8.159
14.06.71;105,159;NA;NA;NA;NA;NA;NA;NA;109,57;100,22;514,49;NA;NA;NA;255,26;NA;NA;8.249
15.06.71;105,159;NA;NA;NA;NA;NA;NA;NA;109,36;100,32;511,4;NA;NA;NA;262,66;NA;NA;8.195
16.06.71;105,159;NA;NA;NA;NA;NA;NA;NA;109,44;100,52;513,93;NA;NA;NA;261,2;NA;NA;8.325
17.06.71;105,159;NA;NA;NA;NA;NA;NA;NA;109,44;100,5;513,93;NA;NA;NA;260,89;NA;NA;8.348
18.06.71;103,996;NA;NA;NA;NA;NA;NA;NA;108,16;98,97;511,21;NA;NA;NA;265,17;NA;NA;8.366
21.06.71;103,996;NA;NA;NA;NA;NA;NA;NA;106,5;97,87;505,19;NA;NA;NA;278,97;NA;NA;8.302
22.06.71;103,996;NA;NA;NA;NA;NA;NA;NA;105,49;97,59;503,25;NA;NA;NA;275,49;NA;NA;8.347
23.06.71;103,996;NA;NA;NA;NA;NA;NA;NA;105,99;98,41;503,03;NA;NA;NA;269,51;NA;NA;8.379
24.06.71;103,996;NA;NA;NA;NA;NA;NA;NA;106,37;98,17;499,53;NA;NA;NA;271,72;NA;NA;8.247
25.06.71;103,165;NA;NA;NA;NA;NA;NA;NA;106,56;97,99;499,53;NA;NA;NA;275,53;NA;NA;8.179
28.06.71;103,165;NA;NA;NA;NA;NA;NA;NA;106,45;97,74;501,8;NA;NA;NA;282,65;NA;NA;8.112
29.06.71;103,165;NA;NA;NA;NA;NA;NA;NA;107,22;98,82;507,08;NA;NA;NA;288,74;NA;NA;8.174
30.06.71;104,711;NA;NA;NA;NA;NA;NA;NA;107,8;99,7;506,15;NA;NA;NA;292,48;NA;NA;8.114
01.07.71;104,711;NA;NA;NA;NA;NA;NA;NA;108,47;99,78;508,65;NA;NA;NA;292,48;NA;NA;8.097
02.07.71;104,802;NA;NA;NA;NA;NA;NA;NA;108,77;99,78;511,73;NA;NA;NA;305,89;NA;NA;8.092
05.07.71;104,802;NA;NA;NA;NA;NA;NA;NA;108,77;99,78;512,96;NA;NA;NA;296,24;NA;NA;1
06.07.71;104,802;NA;NA;NA;NA;NA;NA;NA;109,23;99,76;510,02;NA;NA;NA;294,4;NA;NA;8.114
07.07.71;104,802;NA;NA;NA;NA;NA;NA;NA;110,01;100,04;511,51;NA;NA;NA;299,84;NA;NA;08. Jul
08.07.71;104,802;NA;NA;NA;NA;NA;NA;NA;110,42;100,34;513,82;NA;NA;NA;303,82;NA;NA;8.025
09.07.71;105,737;NA;NA;NA;NA;NA;NA;NA;110,91;100,69;515,19;NA;NA;NA;301,09;NA;NA;7.984
12.07.71;105,737;NA;NA;NA;NA;NA;NA;NA;111,24;100,82;517,98;NA;NA;NA;296,7;NA;NA;7.993
13.07.71;105,737;NA;NA;NA;NA;NA;NA;NA;110,76;99,5;516,98;NA;NA;NA;289,64;NA;NA;7.993
14.07.71;105,737;NA;NA;NA;NA;NA;NA;NA;110,34;99,22;513,85;NA;NA;NA;284,53;NA;NA;7.997
15.07.71;105,737;NA;NA;NA;NA;NA;NA;NA;110,72;99,28;515,45;NA;NA;NA;294,68;NA;NA;8.023
16.07.71;105,329;NA;NA;NA;NA;NA;NA;NA;109,98;99,11;516,72;NA;NA;NA;296,36;NA;NA;08. May
19.07.71;105,329;NA;NA;NA;NA;NA;NA;NA;109,37;98,93;514,86;NA;NA;NA;290,97;NA;NA;8.121
20.07.71;105,329;NA;NA;NA;NA;NA;NA;NA;109,79;99,32;514,97;NA;NA;NA;288,17;NA;NA;08. Aug
21.07.71;105,329;NA;NA;NA;NA;NA;NA;NA;109,74;99,28;516,27;NA;NA;NA;291;NA;NA;8.005
22.07.71;105,329;NA;NA;NA;NA;NA;NA;NA;109,54;99,11;517,2;NA;NA;NA;292,38;NA;NA;8.071
23.07.71;105,141;NA;NA;NA;NA;NA;NA;NA;109,63;98,94;514,97;NA;NA;NA;289,43;NA;NA;8.048
26.07.71;105,141;NA;NA;NA;NA;NA;NA;NA;109,35;98,67;516,35;NA;NA;NA;286,53;NA;NA;8.008
27.07.71;105,141;NA;NA;NA;NA;NA;NA;NA;108,57;97,78;516,42;NA;NA;NA;282,05;NA;NA;8.008
28.07.71;105,141;NA;NA;NA;NA;NA;NA;NA;107,45;97,07;517,65;NA;NA;NA;281,87;NA;NA;7.906
29.07.71;105,141;NA;NA;NA;NA;NA;NA;NA;105,81;96,02;522;NA;NA;NA;282,94;NA;NA;7.857
30.07.71;102,836;NA;NA;NA;NA;NA;NA;NA;105,27;95,58;523,71;NA;NA;NA;288,23;NA;NA;7.812
02.08.71;102,836;NA;NA;NA;NA;NA;NA;NA;105,59;95,96;521,59;NA;NA;NA;284,32;NA;NA;7.734
03.08.71;102,836;NA;NA;NA;NA;NA;NA;NA;104,41;94,51;524,71;NA;NA;NA;295,65;NA;NA;Jul 76
04.08.71;102,836;NA;NA;NA;NA;NA;NA;NA;103,26;93,89;526,35;NA;NA;NA;294,49;NA;NA;Jul 79
05.08.71;102,836;NA;NA;NA;NA;NA;NA;NA;103,11;94,09;522,33;NA;NA;NA;296,65;NA;NA;1
06.08.71;101,465;NA;NA;NA;NA;NA;NA;NA;103,78;94,25;525,01;NA;NA;NA;297,34;NA;NA;8.014
