;MSCI WORLD U$ - PRICE INDEX;MSCI EM U$ - PRICE INDEX;FTSE 100 - DIVIDEND YIELD;FTSE 100 - PER;FTSE 100 - PRICE INDEX;STOXX EUROPE 600 E - DIVIDEND YIELD;STOXX EUROPE 600 E - PER;STOXX EUROPE 600 E - PRICE INDEX;NASDAQ COMPOSITE - PRICE INDEX;S&P 500 COMPOSITE - PRICE INDEX;DAX PERFORMANCE - PRICE INDEX;S&P SMALLCAP 600 VALUE - PRICE INDEX;HANG SENG - DIVIDEND YIELD;HANG SENG - PER;HANG SENG - PRICE INDEX;S&P 500 VALUE - PRICE INDEX;S&P 500 GROWTH - PRICE INDEX;Yield
05.11.08;982,978;600,179;5,13;8,99;4530,73;4,68;8,77;228,132;1681,64;952,77;5166,87;198,45;4,78;8,78;14840,16;481,6;466,54;
06.11.08;925,09;557,661;5,45;8,52;4272,41;4,68;8,77;215,463;1608,7;904,88;4813,57;191,83;5,14;8,16;13790,04;456;444,3;
07.11.08;939,279;564,763;5,33;8,75;4364,96;4,68;8,77;219,603;1647,4;930,99;4938,46;194,86;4,98;8,43;14243,43;468,48;457,71;
10.11.08;940,755;583,018;5,29;8,82;4403,92;4,68;8,77;220,96;1616,74;919,21;5025,53;189,5;4,81;8,73;14744,63;460,16;454,01;
11.11.08;906,284;555,624;5,48;8,45;4246,69;4,68;8,77;212,166;1580,9;898,95;4761,58;185,68;5,05;8,31;14040,9;450,45;443,63;
12.11.08;869,979;533,486;5,57;8,26;4182,02;4,68;8,77;205,224;1499,21;852,3;4620,8;174,61;5,09;8,25;13939,09;426,02;421,53;
13.11.08;893,951;524,12;5,6;8,22;4169,21;4,68;8,77;204,082;1596,7;911,29;4649,52;189,05;5,36;7,83;13221,35;453,89;452,11;
14.11.08;879,42;530,28;5,51;8,34;4232,97;4,68;8,77;205,56;1516,85;873,29;4710,24;175,83;5,24;8,02;13542,66;434,87;433,34;
17.11.08;858,826;520,095;5,65;8,15;4132,16;4,68;8,77;200,358;1482,05;850,75;4557,27;173,21;5,24;8,01;13529,53;421,91;423,66;
18.11.08;861,512;500,482;5,54;8,3;4208,55;4,68;8,77;201,915;1483,27;859,12;4579,47;172,36;5,49;7,64;12915,89;423,48;430,08;
19.11.08;821,634;489,59;5,82;7,76;4005,68;4,68;8,77;193,766;1386,42;806,58;4354,09;158,98;5,53;7,59;12815,8;393,84;407,07;
20.11.08;771,523;464,311;6,02;7,53;3874,99;4,68;8,77;186,755;1316,12;752,44;4220,2;148,92;5,77;7,28;12298,56;365,69;381,26;
21.11.08;794,839;467,635;6,17;7,34;3780,96;4,68;8,77;182,134;1384,35;800,03;4127,41;157,58;5,6;7,49;12659,2;385,93;407,92;
24.11.08;849,286;485,521;5,62;8,09;4152,96;4,68;8,77;197,509;1472,02;851,81;4554,33;169,25;5,69;7,37;12457,94;416,35;429,53;
25.11.08;863,237;500,375;5,6;8,16;4171,25;4,68;8,77;198,769;1464,73;857,39;4560,42;171,87;5,51;7,62;12878,6;422,27;429,54;
26.11.08;876,872;513,265;5,61;8,14;4152,69;4,68;8,77;198,849;1532,1;887,68;4560,5;181,22;5,3;7,91;13369,45;436,87;444,99;
27.11.08;884,744;525,954;5,51;8,3;4226,1;4,68;8,77;203,616;1532,1;887,68;4665,27;181,22;5,23;8,02;13552,06;436,87;444,99;
28.11.08;892,926;526,972;4,6;8,42;4288,01;4,59;8,09;206,248;1535,57;896,24;4669,44;183,08;5,11;8,22;13888,24;444,79;446,01;
01.12.08;830,331;513,391;4,85;7,99;4065,49;4,59;8,09;193,907;1398,07;816,21;4394,79;161,03;5,03;8,35;14108,84;401,32;409,49;
02.12.08;846,743;501,225;4,78;8,1;4122,86;4,59;8,09;197,205;1449,8;848,81;4531,79;170,65;5,29;7,93;13405,85;421,01;422,62;
03.12.08;860,188;503,38;4,72;8,3;4169,96;4,59;8,09;198,291;1492,38;870,74;4567,24;175,49;5,22;8,04;13588,66;434,32;431,41;
04.12.08;844,577;501,766;4,73;8,29;4163,61;4,59;8,09;197,405;1445,56;845,22;4564,23;170,54;5,25;8;13509,78;423,03;417,5;
05.12.08;848,399;497,511;4,86;8,06;4049,37;4,59;8,09;189,84;1509,31;876,07;4381,47;178,4;5,12;8,19;13846,09;440,35;431,08;
08.12.08;894,885;537,085;4,58;8,56;4300,06;4,59;8,09;202,615;1571,74;909,7;4715,88;185,46;4,71;8,9;15044,87;457,95;447,03;
09.12.08;887,652;537,549;4,49;8,72;4381,26;4,59;8,09;205,334;1547,34;888,67;4779,11;179,08;4,81;8,73;14753,22;443,72;439,89;
10.12.08;899,093;562,442;4,51;8,7;4367,28;4,59;8,09;205,369;1565,48;899,24;4804,88;183,51;4,55;9,22;15577,74;446,73;447,12;
11.12.08;892,292;568,888;4,48;8,74;4388,69;4,59;8,09;203,794;1507,88;873,59;4767,2;173,03;4,54;9,24;15613,9;430,26;437,63;
12.12.08;885,367;551,712;4,6;8,52;4280,35;4,59;8,09;198,219;1540,72;879,73;4663,37;180,54;4,8;8,73;14758,39;434,55;439,6;
15.12.08;891,24;562,67;4,6;8,52;4277,56;4,59;8,09;197,511;1508,34;868,57;4654,82;174,72;4,71;8,91;15046,95;426,61;436,16;
16.12.08;917,068;571,853;4,57;8,58;4309,08;4,59;8,09;199,006;1589,89;913,18;4729,91;186,64;4,69;8,95;15130,21;451,59;455,86;
17.12.08;928,125;586,145;4,55;8,61;4324,19;4,59;8,09;197,511;1579,31;904,42;4708,38;188,33;4,59;9,15;15460,52;447,72;451,09;
18.12.08;919,44;590,296;4,54;8,62;4330,66;4,59;8,09;197,315;1552,37;885,28;4756,4;184,45;4,58;9,17;15497,81;438;441,75;
19.12.08;906,919;582,058;4,59;8,54;4286,93;4,59;8,09;196,431;1564,32;887,88;4696,7;188,68;4,69;8,95;15127,51;439,68;442,7;
22.12.08;892,734;567,339;4,62;8,51;4249,16;4,59;8,09;193,324;1532,35;871,63;4639,02;184,85;4,85;8,65;14622,39;431,24;434,98;
23.12.08;888,309;555,817;4,62;8,52;4255,98;4,59;8,09;193,047;1521,54;863,16;4629,38;182,15;4,98;8,42;14220,79;425,87;431,87;
24.12.08;887,96;553,684;4,66;8,44;4216,59;4,59;8,09;192,42;1524,9;868,15;4629,38;183,61;5;8,4;14184,14;429,03;433,71;
25.12.08;889,127;552,452;4,66;8,44;4216,59;4,59;8,09;192,42;1524,9;868,15;4629,38;183,61;5;8,4;14184,14;429,03;433,71;
26.12.08;893,419;551,578;4,66;8,44;4216,59;4,59;8,09;192,42;1530,24;872,8;4629,38;185,99;5;8,4;14184,14;430,91;436,42;
29.12.08;901,077;557,471;4,55;8,65;4319,35;4,59;8,09;193,457;1510,32;869,42;4704,86;181,66;4,95;8,48;14328,48;428,14;435,79;
30.12.08;915,973;565,779;4,47;8,79;4392,68;4,59;8,09;196,904;1550,7;890,64;4810,2;188,71;4,98;8,43;14235,5;439,73;445,33;
31.12.08;920,226;567,042;4,43;8,88;4434,17;4,79;9,08;198,358;1577,03;903,25;4810,2;194,92;4,93;8,52;14387,48;447,11;450,55;
01.01.09;920,226;568,209;4,43;8,88;4434,17;4,79;9,08;198,358;1577,03;903,25;4810,2;194,92;4,93;8,52;14387,48;447,11;450,55;
02.01.09;945,966;580,957;4,31;9,13;4561,79;4,79;9,08;204,461;1632,21;931,8;4973,07;196,67;4,71;8,91;15042,81;459,84;466,12;
05.01.09;945,268;598,94;4,29;9,17;4579,64;4,79;9,08;208,69;1628,03;927,45;4983,99;194,37;4,57;9,15;15563,31;455,01;466,51;
06.01.09;949,688;607,395;4,24;9,29;4638,92;4,79;9,08;212,869;1652,38;934,7;5026,31;198,33;4,59;9,12;15509,51;459,13;469,61;
07.01.09;939,603;595,207;4,36;9,02;4507,51;4,79;9,08;210,309;1599,06;906,65;4937,47;191,51;4,75;8,81;14987,46;444,53;456,3;
08.01.09;938,555;578,4;4,36;9,02;4505,37;4,79;9,08;208,768;1617,01;909,73;4879,91;192,75;4,94;8,47;14415,91;445,56;458,32;
09.01.09;922,635;571,249;4,44;8,86;4448,54;4,79;9,08;207,818;1571,59;890,35;4783,89;184,61;4,95;8,45;14377,44;436,27;448,36;
12.01.09;902,582;553,221;4,46;8,82;4426,19;4,79;9,08;204,527;1538,79;870,26;4719,62;179,43;5,09;8,21;13971;424,98;439,62;
13.01.09;889,419;550,894;4,48;8,76;4399,15;4,79;9,08;201,66;1546,46;871,79;4636,94;180,95;5,21;8,03;13668,05;424,42;441,65;
14.01.09;862,248;542,848;4,72;8,33;4180,64;4,79;9,08;192,869;1489,64;842,62;4422,35;172,78;5,19;8,05;13704,61;409,85;427,22;
15.01.09;853,347;526,642;4,79;8,21;4121,11;4,79;9,08;191,166;1511,84;843,74;4336,73;175,77;5,38;7,78;13242,96;406,93;431,1;
16.01.09;865,83;537,837;4,76;8,26;4147,06;4,79;9,08;192,96;1529,33;850,12;4366,28;178,05;5,37;7,79;13255,51;408,55;435,76;
19.01.09;859,615;533,841;4,8;8,43;4108,47;4,79;9,08;189,722;1529,33;850,12;4316,14;178,05;5,34;7,84;13339,99;408,55;435,76;
20.01.09;822,615;517,536;4,82;8,39;4091,4;4,79;9,08;185,705;1440,86;805,22;4239,85;164,45;5,49;7,61;12959,77;383,3;416,27;
21.01.09;838,425;515,164;4,86;8,33;4059,88;4,79;9,08;184,524;1507,07;840,24;4261,15;172,97;5,66;7,39;12583,63;401,67;432,74;
22.01.09;830,424;514,362;4,87;8,31;4052,23;4,79;9,08;182,851;1465,49;827,5;4219,42;167,29;5,62;7,43;12657,99;395,19;426,54;
23.01.09;825,383;507,289;4,87;8,31;4052,47;4,79;9,08;182,485;1477,29;831,95;4178,94;168,1;5,66;7,39;12578,6;397,29;428,87;
26.01.09;841,917;515,879;4,69;8,63;4209,01;4,79;9,08;188,059;1489,46;836,57;4326,87;169,96;5,66;7,39;12578,6;397,78;432,89;
27.01.09;854,458;518,929;4,7;8,6;4194,41;4,79;9,08;188,314;1504,9;845,71;4323,42;172,73;5,66;7,39;12578,6;402,9;436,88;
28.01.09;878,831;533,112;4,59;8,81;4295,2;4,79;9,08;194,323;1558,34;874,09;4518,72;179,74;5,66;7,39;12578,6;419,04;449,04;
29.01.09;857,929;532,177;4,71;8,59;4190,11;4,79;9,08;190,794;1507,84;845,14;4428,11;171,39;5,41;7,73;13154,43;402,41;436,8;
30.01.09;838,827;529,532;4,75;8,51;4149,64;5,27;8,76;191,231;1476,42;825,88;4338,35;167,16;5,36;7,8;13278,21;391,82;428,21;
02.02.09;828,892;517,137;4,84;8,36;4077,78;5,27;8,76;186,317;1494,43;825,44;4271,04;169,12;5,54;7,55;12861,49;391,4;428,17;
03.02.09;843,769;525,347;4,85;8,62;4164,46;5,27;8,76;189,783;1516,3;838,51;4374,96;169,49;5,57;7,5;12776,89;395,74;436,73;
04.02.09;847,952;535,968;4,81;8,57;4228,6;5,27;8,76;194,674;1515,05;832,23;4492,79;168,32;5,45;7,67;13063,89;390,76;435,39;
05.02.09;852,944;536,569;4,82;8,57;4228,93;5,27;8,76;194,504;1546,24;845,85;4510,49;169,98;5,4;7,74;13178,9;394,9;444,68;
06.02.09;870,739;557,526;4,75;8,7;4291,87;5,27;8,76;198,528;1591,71;868,6;4644,63;176,92;5,21;8,02;13655,04;407,93;454,33;
09.02.09;876,937;564,807;4,73;8,8;4307,61;5,27;8,76;199,352;1591,56;869,89;4666,82;175,66;5,17;8,08;13769,06;409,93;453,67;
10.02.09;846,423;561,381;4,84;8,6;4213,08;5,27;8,76;193,823;1524,73;827,16;4505,54;166,79;5,13;8,15;13880,64;386,54;434,51;
11.02.09;845,04;553,542;4,83;8,63;4234,26;5,27;8,76;193,133;1530,5;833,74;4530,09;167,72;5,26;7,95;13539,21;392,02;435,66;
12.02.09;837,684;542,693;4,88;8,35;4202,24;5,27;8,76;190,638;1541,71;835,19;4407,56;168,35;5,38;7,77;13228,3;390,77;438,26;
13.02.09;837,018;554,308;4,9;8,33;4189,59;5,27;8,76;191,269;1534,36;826,84;4413,39;166,28;5,25;7,96;13554,67;384,73;435,93;
16.02.09;831,044;547,551;4,96;8,22;4134,75;5,27;8,76;188,671;1534,36;826,84;4366,64;166,28;5,29;7,9;13455,88;384,73;435,93;
17.02.09;796,667;520,874;5,09;8,02;4034,13;5,27;8,76;183,979;1470,66;789,17;4216,6;158,51;5,5;7,6;12945,4;365,38;417,81;
18.02.09;791,383;516,326;5,13;7,96;4006,83;5,27;8,76;183,352;1467,97;788,42;4204,96;157;5,39;7,73;13016;363,83;418,56;
19.02.09;790,18;521,398;5,12;7,97;4018,37;5,27;8,76;183,386;1442,82;778,94;4215,21;154,41;5,39;7,73;13023,36;357,62;415,29;
20.02.09;772,839;502,509;5,24;7,72;3889,06;5,27;8,76;176,926;1441,23;770,05;4014,66;153,52;5,53;7,54;12699,17;352,4;411,64;
23.02.09;757,294;510,143;5,29;7,65;3850,73;5,27;8,76;175,287;1387,72;743,33;3936,45;147,05;5,33;7,82;13175,1;341,16;396,42;
24.02.09;767,788;502,74;5,34;7,58;3816,44;5,27;8,76;172,858;1441,83;773,14;3895,75;153,91;5,49;7,6;12798,52;356,88;410,36;
25.02.09;763,81;505,425;5,29;7,64;3848,98;5,27;8,76;172,314;1425,43;764,9;3846,21;149,84;5,4;7,72;13005,08;353,54;405,55;
26.02.09;763,753;505,837;5,23;7,85;3915,64;5,27;8,76;176,136;1391,47;752,83;3942,62;146,92;5,44;7,66;12894,94;349,12;398,04;
27.02.09;750,863;499,304;5,46;7,7;3830,09;4,35;11,31;172,915;1377,84;735,09;3843,74;145,52;5,48;7,61;12811,57;338,89;390,58;
02.03.09;713,85;475,08;5,75;7,23;3625,83;4,35;11,31;164,301;1322,85;700,82;3710,07;137,76;5,7;7,32;12317,46;322;373,41;
03.03.09;705,351;476,159;5,95;7,02;3512,09;4,35;11,31;161,343;1321,01;696,33;3690,72;135,04;5,4;8,35;12033,88;317,56;373,29;
04.03.09;722,385;493,467;5,7;7,28;3645,87;4,35;11,31;167,619;1353,74;712,87;3890,94;138,56;5,27;8,56;12331,15;323,48;383,71;
05.03.09;700,456;488,148;5,77;7,11;3529,86;4,35;11,31;161,588;1299,59;682,55;3695,49;130,26;5,29;8,5;12211,24;308,61;368,46;
06.03.09;697,5;488,314;5,76;7,02;3530,73;4,35;11,31;159,524;1293,85;683,38;3666,41;130,19;5,42;8,3;11921,52;308,98;368,91;
09.03.09;688,638;485,292;5,75;7,05;3542,4;4,35;11,31;157,966;1268,64;676,53;3692,03;127,58;6,04;8,24;11344,58;307,16;363,99;
10.03.09;725,262;502,701;5,47;7,37;3715,23;4,35;11,31;165,986;1358,28;719,6;3886,98;137,28;5,86;8,5;11694,05;329,55;384,44;
11.03.09;730,95;512,503;5,51;7,36;3693,81;4,35;11,31;166,241;1371,64;721,36;3914,1;136,68;5,74;8,71;11930,66;329,63;386,09;
12.03.09;745,532;515,967;5,48;7,57;3712,06;4,35;11,31;167,356;1426,1;750,74;3956,22;145,13;5,94;8,93;12001,53;346,89;398,14;
13.03.09;756,41;527,977;5,42;7,66;3753,68;4,35;11,31;168,574;1431,5;756,55;3953,6;146,35;5,67;9,64;12525,8;351,01;399,85;
16.03.09;765,186;539,66;5,26;7,88;3863,99;4,35;11,31;173,186;1404,02;753,89;4044,54;143,89;5,47;9,99;12976,71;350,54;397,71;
17.03.09;778,582;541,919;5,27;7,86;3857,1;4,35;11,31;172,05;1462,11;778,12;3987,77;150,34;5,52;9,92;12878,09;362,47;409,85;
18.03.09;788,829;543,878;5,34;7,76;3804,99;4,35;11,31;170,764;1491,22;794,35;3996,32;156,35;5,42;10,18;13117,17;374,28;414,34;
19.03.09;803,11;557,456;5,34;7,97;3816,93;4,35;11,31;171,87;1483,48;784,04;4043,46;154,04;5,45;10,08;13130,92;365,67;412,55;
20.03.09;789,933;552,991;5,37;8,13;3842,85;4,35;11,31;172,583;1457,27;768,54;4068,74;149,02;5,69;9,59;12833,51;357,2;405,58;
23.03.09;830,155;579,31;5,2;8,4;3952,81;4,35;11,31;177,734;1555,77;822,92;4176,37;162,23;5,43;10,05;13447,42;385,12;431,73;
24.03.09;824,073;581,513;5,26;8,3;3911,46;4,35;11,31;178,206;1516,52;806,12;4187,36;155,19;5,25;10,39;13910,34;376,03;424,1;
25.03.09;829,44;587,446;5,27;8,35;3900,25;4,35;11,31;178,82;1528,95;813,88;4223,29;158,57;5,38;10,21;13622,11;381,13;426,76;
26.03.09;841,527;599,731;5,23;8,4;3925,2;4,35;11,31;179,121;1587;832,86;4259,37;165,58;5,13;11,2;14108,98;389,39;437,31;
27.03.09;824,692;591,32;5,27;8,35;3898,85;4,35;11,31;177,174;1545,2;815,94;4203,55;159,5;5,12;11,69;14119,5;381,35;428,55;
30.03.09;792,647;561,456;5,46;8,06;3762,91;4,35;11,31;170,454;1501,8;787,53;3989,23;154,11;5,25;11,14;13456,33;364,58;416,98;
31.03.09;805,216;569,967;5,23;8,4;3926,14;4,09;9,49;176,458;1528,59;797,87;4084,76;157,13;5,21;11,24;13576,02;371,24;420,66;
01.04.09;817,556;580,758;5,19;8,46;3955,61;4,09;9,49;179,258;1551,6;811,08;4131,07;159,76;5,26;11,11;13519,54;378,27;426,77;
02.04.09;852,757;613,072;4,98;8,7;4124,97;4,09;9,49;188,112;1602,63;834,38;4381,92;167,95;4,89;11,94;14521,97;389,21;438,96;
03.04.09;854,898;617,114;5,1;8,42;4029,67;4,09;9,49;186,173;1621,87;842,5;4384,99;171,24;4,89;11,96;14545,69;394,11;442,17;
06.04.09;848,543;623,031;5,14;8,33;3993,54;4,09;9,49;185,011;1606,71;835,48;4349,81;167,99;4,74;12,33;14998,04;390,41;438,89;
07.04.09;832,787;615,888;5,22;8,2;3930,52;4,09;9,49;183,463;1561,61;815,55;4322,5;161,53;4,76;12,27;14928,97;380,23;429,25;
08.04.09;835,519;610,22;5,23;8,19;3925,52;4,09;9,49;184,018;1590,66;825,16;4357,92;165,27;4,91;11,9;14474,86;384,45;434,56;
09.04.09;861,371;632,628;5,15;8,31;3983,71;4,09;9,49;188,062;1652,54;856,56;4491,12;177,31;4,74;12,42;14901,41;404,03;446,34;
10.04.09;861,956;636,045;5,15;8,31;3983,71;4,09;9,49;188,062;1652,54;856,56;4491,12;177,31;4,74;12,42;14901,41;404,03;446,34;
13.04.09;866,414;640,597;5,15;8,31;3983,71;4,09;9,49;188,062;1653,31;858,73;4491,12;177,5;4,74;12,42;14901,41;407,67;444,96;
14.04.09;861,859;645,561;5,15;8,32;3988,99;4,09;9,49;190,994;1625,72;841,5;4557,01;170,52;4,53;12,99;15580,16;396,13;439,26;
15.04.09;863,482;643,855;5,17;8,28;3968,4;4,09;9,49;190,516;1626,8;852,06;4549,79;174,32;4,51;13,06;15669,62;404,7;441,32;
16.04.09;875,592;648,392;5,07;8,49;4052,98;4,09;9,49;193,819;1670,44;865,3;4609,46;179,64;4,53;12,99;15582,99;411,07;448,09;
17.04.09;881,268;643,398;5,02;8,58;4092,8;4,09;9,49;196,962;1673,07;869,6;4676,84;181,96;4,53;13,01;15601,27;414,19;449,28;
20.04.09;849,118;633,484;5,15;8,36;3990,86;4,09;9,49;189,933;1608,21;832,39;4486,3;170,26;4,49;13,13;15750,91;392,15;434,21;
21.04.09;856,379;627,245;5,16;8,36;3987,46;4,09;9,49;190,205;1643,85;850,08;4501,63;178;4,62;12,74;15285,89;402,29;441,69;
22.04.09;857,492;629,231;5,11;8,51;4030,66;4,09;9,49;192,379;1646,12;843,55;4594,42;178,66;4,75;12,4;14878,45;398,41;439,07;
23.04.09;863,998;639,753;5,13;8,48;4018,23;4,09;9,49;191,491;1652,21;851,92;4538,21;177,34;4,64;12,68;15214,46;403,2;442,62;
24.04.09;882,259;647,837;4,96;8,77;4155,99;4,09;9,49;195,817;1694,29;866,23;4674,32;182,8;4,63;12,72;15258,85;408,84;451,13;
27.04.09;876,428;633,518;4,94;8,79;4167,01;4,09;9,49;196,529;1679,41;857,51;4694,07;177,95;4,76;12,37;14840,42;403,86;447,43;
28.04.09;866,307;623,72;5,13;8,78;4096,4;4,09;9,49;193,569;1673,81;855,16;4607,42;179,63;4,85;12,13;14555,11;401,68;447,23;
29.04.09;886,035;645,562;5,06;9,31;4189,59;4,09;9,49;197,282;1711,94;873,64;4704,56;187,07;4,72;12,47;14956,95;410,92;456,37;
30.04.09;893,025;662,73;5,02;9,42;4243,71;3,58;19,74;200,227;1717,3;872,81;4769,45;185,67;4,55;12,94;15520,99;411,21;455,27;
01.05.09;896,22;662,835;5,02;9,41;4243,22;3,58;19,74;200,476;1719,2;877,52;4769,45;184,97;4,55;12,94;15520,99;412,7;458,43;
04.05.09;921,533;700,985;5,02;9,41;4243,22;3,58;19,74;203,775;1763,56;907,24;4902,45;193,65;4,31;13,65;16381,05;431,34;469,47;
05.05.09;922,554;704,294;4,92;9,62;4336,94;3,58;19,74;205,071;1754,12;903,8;4853,03;190,82;4,3;13,69;16430,08;429,46;467,94;
06.05.09;934,772;712,051;4,85;9,75;4396,49;3,58;19,74;208,017;1759,1;919,53;4880,71;192,17;4,2;14,03;16834,57;440,55;472,6;
07.05.09;933,917;714,913;4,85;9,66;4398,68;3,58;19,74;206,292;1716,24;907,39;4804,1;187,25;4,1;14,35;17217,89;434,73;466,37;
08.05.09;953,567;725,131;4,79;9,8;4462,09;3,58;19,74;209,513;1739;929,23;4913,9;195,43;4,06;14,49;17389,87;448,45;474,46;
11.05.09;943,518;723,585;4,81;9,75;4435,5;3,58;19,74;206,585;1731,24;909,24;4866,91;189,95;4,13;14,24;17087,95;435,49;467,45;
12.05.09;941,637;721,131;4,82;9,77;4425,54;3,58;19,74;206,183;1715,92;908,35;4854,11;186,81;4,12;14,3;17153,64;433,57;468,43;
13.05.09;919,733;709,866;4,92;9,59;4331,37;3,58;19,74;200,722;1664,19;883,92;4727,61;177,34;4,14;14,22;17059,62;420,15;457,54;
14.05.09;920,982;699,391;4,82;9,82;4362,58;3,58;19,74;201,697;1689,21;893,07;4738,47;180,71;4,27;13,79;16541,69;425,94;460,87;
15.05.09;920,845;707,928;4,84;9,79;4348,11;3,58;19,74;202,918;1680,14;882,88;4737,5;178,78;4,21;13,99;16790,7;419,61;457,04;
18.05.09;936,28;728,492;4,73;10,01;4446,45;3,58;19,74;207,827;1732,36;909,71;4851,96;186,51;4,15;14,19;17022,91;433,29;470,03;
19.05.09;947,683;745,819;4,69;9,94;4482,25;3,58;19,74;210,779;1734,54;908,13;4959,62;185,19;4,03;14,62;17544,03;431,7;470,02;
20.05.09;953,474;756,07;4,71;9,91;4468,41;3,58;19,74;211,747;1727,84;903,47;5038,94;183,28;4,04;14,57;17475,84;428,79;468,28;
21.05.09;937,593;740,957;4,85;9,67;4345,47;3,58;19,74;207,57;1695,25;888,33;4900,67;180,66;4,11;14,34;17199,49;422,6;459,47;
22.05.09;941,25;746,417;4,82;9,75;4365,29;3,58;19,74;207,009;1692,01;887;4918,75;179,06;4,14;14,22;17062,52;421,46;459,28;
25.05.09;942,67;747,094;4,82;9,75;4365,29;3,58;19,74;207,364;1692,01;887;4918,45;179,06;4,13;14,27;17121,82;421,46;459,28;
26.05.09;958,274;739,618;4,77;9,85;4411,72;3,58;19,74;208,957;1750,43;910,33;4985,6;188,6;4,16;14,16;16991,56;432,74;471,17;
27.05.09;952,139;754,18;4,76;9,86;4416,23;3,58;19,74;210,407;1731,08;893,06;5000,77;183,48;3,95;14,91;17885,27;422,7;464,01;
28.05.09;954,956;761,744;4,79;9,8;4387,54;3,58;19,74;207,928;1751,79;906,83;4932,88;183,81;3,95;14,91;17885,27;429,7;470,7;
29.05.09;970,004;773,121;4,76;9,8;4417,94;3,37;25,74;208,215;1774,33;919,14;4940,82;186,64;3,89;15,15;18171;436,17;476,46;
01.06.09;994,498;802,21;4,66;10;4506,19;3,37;25,74;214,312;1828,68;942,87;5142,56;194,76;3,74;15,74;18888,59;445,14;490,99;
02.06.09;1000,084;795,592;4,69;9,93;4477,02;3,37;25,74;214,238;1836,8;944,74;5144,06;196,48;3,84;15,33;18389,08;445,04;492,91;
03.06.09;982,994;784,221;4,51;9,73;4383,42;3,37;25,74;209,941;1825,92;931,76;5054,53;194,69;3,8;15,48;18576,47;437,95;487,09;
04.06.09;986,03;781,757;4,7;9,73;4386,94;3,37;25,74;209,469;1850,02;942,46;5064,8;198,32;3,82;15,42;18502,77;443,77;491,92;
05.06.09;982,286;786,965;4,64;9,86;4438,56;3,37;25,74;210,757;1849,42;940,09;5077,03;197,76;3,78;15,57;18679,53;441,4;491,89;
08.06.09;975,185;772,253;4,68;9,78;4405,22;3,37;25,74;209,291;1842,4;939,14;5004,72;196,17;3,67;15,14;18253,39;441,54;490,82;
09.06.09;982,64;771,184;4,68;9,79;4404,79;3,37;25,74;210,289;1860,13;942,43;4997,86;196,87;3,71;14,98;18058,49;442,34;493,28;
10.06.09;987,533;789,135;4,61;9,87;4436,75;3,37;25,74;212,772;1853,08;939,15;5051,18;195,03;3,57;15,58;18785,66;440,03;492,31;
11.06.09;996,856;791,032;4,58;9,92;4461,87;3,37;25,74;214,8;1862,37;944,89;5107,26;194,65;3,57;15,59;18791,03;443,66;494,4;
12.06.09;994,393;790,185;4,6;9,91;4441,95;3,37;25,74;214,351;1858,8;946,21;5069,24;195,16;3,55;15,67;18889,68;445,43;493,97;
15.06.09;968,495;769,938;4,72;9,65;4326,01;3,37;25,74;209,025;1816,38;923,72;4889,94;189,33;3,62;15,34;18498,96;433,59;483,45;
16.06.09;960,019;764,629;4,72;9,65;4328,57;3,37;25,74;208,798;1796,18;911,97;4890,72;186,25;3,69;15,07;18165,5;427,54;477,82;
17.06.09;952,442;749,021;4,75;9,63;4278,46;3,37;25,74;204,632;1808,06;910,71;4799,98;187,22;3,7;15;18084,6;425,4;478,65;
18.06.09;958,479;743,723;4,74;9,66;4280,86;3,37;25,74;205,64;1807,72;918,37;4837,48;188,61;3,77;14,75;17776,66;430,88;480,84;
19.06.09;964,803;750,473;4,67;9,86;4345,93;3,37;25,74;208,278;1827,47;921,23;4839,46;189,81;3,74;14,87;17920,93;432,57;482;
22.06.09;939,169;736,481;4,74;9,9;4234,05;3,37;25,74;202,477;1766,19;893,04;4693,4;182,27;3,71;14,98;18059,55;418,95;467,63;
23.06.09;938,314;723,719;4,75;9,89;4230,02;3,37;25,74;201,489;1764,92;895,1;4707,15;180,61;3,82;14,55;17538,37;420,69;467,95;
24.06.09;951,089;741,797;4,69;10,01;4279,98;3,37;25,74;206,333;1792,34;900,94;4836,01;182,19;3,74;14,85;17892,15;423,59;470,86;
25.06.09;957,56;750,225;4,72;9,94;4252,57;3,37;25,74;204,662;1829,54;920,26;4800,56;187,34;3,66;15,16;18275,03;432,69;480,94;
26.06.09;963,773;761,919;4,73;9,92;4241,01;3,37;25,74;204,468;1838,22;918,9;4776,47;189,73;3,6;15,43;18600,26;432,26;480,02;
29.06.09;970,772;764,679;4,68;10,04;4294,03;3,37;25,74;208,034;1844,06;927,23;4885,09;189,46;3,61;15,37;18528,51;436,64;483,91;
30.06.09;964,048;761,295;4,73;9,94;4249,21;3,4;24,27;205,834;1835,04;919,32;4808,64;188,45;3,64;15,25;18378,73;432,89;479,82;
01.07.09;972,85;773,073;4,63;10,15;4340,71;3,4;24,27;209,458;1845,72;923,33;4905,44;193;3,64;15,25;18378,73;434,64;482,04;
02.07.09;947,706;766,137;4,74;9,9;4234,27;3,4;24,27;204,119;1796,52;896,42;4718,49;184,75;3,68;15,08;18178,05;420,78;469,15;
03.07.09;946,802;766,318;4,74;9,91;4236,28;3,4;24,27;204,085;1796,52;896,42;4708,21;184,75;3,68;15,1;18203,4;420,78;469,15;
